"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","LIFEEXP","MEN","YR","A","2012",81.6,
"ISL","LIFEEXP","MEN","YR","A","2013",80.5,
"ISL","LIFEEXP","MEN","YR","A","2014",81.3,
"ISL","LIFEEXP","MEN","YR","A","2015",81.2,
"ISL","LIFEEXP","MEN","YR","A","2016",80.4,
"ISL","LIFEEXP","MEN","YR","A","2017",81.1,
"ISL","LIFEEXP","MEN","YR","A","2018",81.3,
"ISL","LIFEEXP","WOMEN","YR","A","1999",81.4,
"ISL","LIFEEXP","WOMEN","YR","A","2000",81.6,
"ISL","LIFEEXP","WOMEN","YR","A","2001",83.2,
"ISL","LIFEEXP","WOMEN","YR","A","2002",82.5,
"ISL","LIFEEXP","WOMEN","YR","A","2003",82.5,
"ISL","LIFEEXP","WOMEN","YR","A","2004",83.2,
"ISL","LIFEEXP","WOMEN","YR","A","2005",83.5,
"ISL","LIFEEXP","WOMEN","YR","A","2006",82.9,
"ISL","LIFEEXP","WOMEN","YR","A","2007",83.4,
"ISL","LIFEEXP","WOMEN","YR","A","2008",83.3,
"ISL","LIFEEXP","WOMEN","YR","A","2009",83.8,
"ISL","LIFEEXP","WOMEN","YR","A","2010",84.1,
"ISL","LIFEEXP","WOMEN","YR","A","2011",84.1,
"ISL","LIFEEXP","WOMEN","YR","A","2012",84.3,
"ISL","LIFEEXP","WOMEN","YR","A","2013",83.7,
"ISL","LIFEEXP","WOMEN","YR","A","2014",84.5,
"ISL","LIFEEXP","WOMEN","YR","A","2015",83.8,
"ISL","LIFEEXP","WOMEN","YR","A","2016",84.1,
"ISL","LIFEEXP","WOMEN","YR","A","2017",84.3,
"ISL","LIFEEXP","WOMEN","YR","A","2018",84.5,
"IRL","LIFEEXP","MEN","YR","A","1999",73.4,
"IRL","LIFEEXP","MEN","YR","A","2000",74,
"IRL","LIFEEXP","MEN","YR","A","2001",74.5,
"IRL","LIFEEXP","MEN","YR","A","2002",75,
"IRL","LIFEEXP","MEN","YR","A","2003",75.7,
"IRL","LIFEEXP","MEN","YR","A","2004",76.1,
"IRL","LIFEEXP","MEN","YR","A","2005",76.7,
"IRL","LIFEEXP","MEN","YR","A","2006",76.9,
"IRL","LIFEEXP","MEN","YR","A","2007",77.3,
"IRL","LIFEEXP","MEN","YR","A","2008",77.9,
"IRL","LIFEEXP","MEN","YR","A","2009",77.8,
"IRL","LIFEEXP","MEN","YR","A","2010",78.5,
"IRL","LIFEEXP","MEN","YR","A","2011",78.6,
"IRL","LIFEEXP","MEN","YR","A","2012",78.7,
"IRL","LIFEEXP","MEN","YR","A","2013",78.9,
"IRL","LIFEEXP","MEN","YR","A","2014",79.3,
"IRL","LIFEEXP","MEN","YR","A","2015",79.6,
"IRL","LIFEEXP","MEN","YR","A","2016",79.8,
"IRL","LIFEEXP","MEN","YR","A","2017",80.4,
"IRL","LIFEEXP","MEN","YR","A","2018",80.5,
"IRL","LIFEEXP","WOMEN","YR","A","1999",78.9,
"IRL","LIFEEXP","WOMEN","YR","A","2000",79.2,
"IRL","LIFEEXP","WOMEN","YR","A","2001",79.9,
"IRL","LIFEEXP","WOMEN","YR","A","2002",80.4,
"IRL","LIFEEXP","WOMEN","YR","A","2003",80.7,
"IRL","LIFEEXP","WOMEN","YR","A","2004",81.1,
"IRL","LIFEEXP","WOMEN","YR","A","2005",81.3,
"IRL","LIFEEXP","WOMEN","YR","A","2006",81.7,
"IRL","LIFEEXP","WOMEN","YR","A","2007",82.1,
"IRL","LIFEEXP","WOMEN","YR","A","2008",82.4,
"IRL","LIFEEXP","WOMEN","YR","A","2009",82.7,
"IRL","LIFEEXP","WOMEN","YR","A","2010",83.1,
"IRL","LIFEEXP","WOMEN","YR","A","2011",83,
"IRL","LIFEEXP","WOMEN","YR","A","2012",83.1,
"IRL","LIFEEXP","WOMEN","YR","A","2013",83.1,
"IRL","LIFEEXP","WOMEN","YR","A","2014",83.5,
"IRL","LIFEEXP","WOMEN","YR","A","2015",83.4,
"IRL","LIFEEXP","WOMEN","YR","A","2016",83.6,
"IRL","LIFEEXP","WOMEN","YR","A","2017",84,
"IRL","LIFEEXP","WOMEN","YR","A","2018",84.1,
"ITA","LIFEEXP","MEN","YR","A","1999",76.4,
"ITA","LIFEEXP","MEN","YR","A","2000",76.9,
"ITA","LIFEEXP","MEN","YR","A","2001",77.2,
"ITA","LIFEEXP","MEN","YR","A","2002",77.4,
"ITA","LIFEEXP","MEN","YR","A","2003",77.3,
"ITA","LIFEEXP","MEN","YR","A","2004",78,
"ITA","LIFEEXP","MEN","YR","A","2005",78.1,
"ITA","LIFEEXP","MEN","YR","A","2006",78.6,
"ITA","LIFEEXP","MEN","YR","A","2007",78.8,
"ITA","LIFEEXP","MEN","YR","A","2008",78.9,
"ITA","LIFEEXP","MEN","YR","A","2009",79.1,
"ITA","LIFEEXP","MEN","YR","A","2010",79.5,
"ITA","LIFEEXP","MEN","YR","A","2011",79.7,
"ITA","LIFEEXP","MEN","YR","A","2012",79.8,
"ITA","LIFEEXP","MEN","YR","A","2013",80.3,
"ITA","LIFEEXP","MEN","YR","A","2014",80.7,
"ITA","LIFEEXP","MEN","YR","A","2015",80.3,
"ITA","LIFEEXP","MEN","YR","A","2016",81,
"ITA","LIFEEXP","MEN","YR","A","2017",80.8,
"ITA","LIFEEXP","MEN","YR","A","2018",81.2,
"ITA","LIFEEXP","WOMEN","YR","A","1999",82.6,
"ITA","LIFEEXP","WOMEN","YR","A","2000",82.8,
"ITA","LIFEEXP","WOMEN","YR","A","2001",83.2,
"ITA","LIFEEXP","WOMEN","YR","A","2002",83.2,
"ITA","LIFEEXP","WOMEN","YR","A","2003",82.8,
"ITA","LIFEEXP","WOMEN","YR","A","2004",83.7,
"ITA","LIFEEXP","WOMEN","YR","A","2005",83.6,
"ITA","LIFEEXP","WOMEN","YR","A","2006",84.1,
"ITA","LIFEEXP","WOMEN","YR","A","2007",84.2,
"ITA","LIFEEXP","WOMEN","YR","A","2008",84.2,
"ITA","LIFEEXP","WOMEN","YR","A","2009",84.3,
"ITA","LIFEEXP","WOMEN","YR","A","2010",84.7,
"ITA","LIFEEXP","WOMEN","YR","A","2011",84.8,
"ITA","LIFEEXP","WOMEN","YR","A","2012",84.8,
"ITA","LIFEEXP","WOMEN","YR","A","2013",85.2,
"ITA","LIFEEXP","WOMEN","YR","A","2014",85.6,
"ITA","LIFEEXP","WOMEN","YR","A","2015",84.9,
"ITA","LIFEEXP","WOMEN","YR","A","2016",85.6,
"ITA","LIFEEXP","WOMEN","YR","A","2017",85.2,
"ITA","LIFEEXP","WOMEN","YR","A","2018",85.6,
"JPN","LIFEEXP","MEN","YR","A","1999",77.1,
"JPN","LIFEEXP","MEN","YR","A","2000",77.7,
"JPN","LIFEEXP","MEN","YR","A","2001",78.1,
"JPN","LIFEEXP","MEN","YR","A","2002",78.3,
"JPN","LIFEEXP","MEN","YR","A","2003",78.4,
"JPN","LIFEEXP","MEN","YR","A","2004",78.6,
"JPN","LIFEEXP","MEN","YR","A","2005",78.6,
"JPN","LIFEEXP","MEN","YR","A","2006",79,
"JPN","LIFEEXP","MEN","YR","A","2007",79.2,
"JPN","LIFEEXP","MEN","YR","A","2008",79.3,
"JPN","LIFEEXP","MEN","YR","A","2009",79.6,
"JPN","LIFEEXP","MEN","YR","A","2010",79.6,
"JPN","LIFEEXP","MEN","YR","A","2011",79.4,
"JPN","LIFEEXP","MEN","YR","A","2012",79.9,
"JPN","LIFEEXP","MEN","YR","A","2013",80.2,
"JPN","LIFEEXP","MEN","YR","A","2014",80.5,
"JPN","LIFEEXP","MEN","YR","A","2015",80.8,
"JPN","LIFEEXP","MEN","YR","A","2016",81,
"JPN","LIFEEXP","MEN","YR","A","2017",81.1,
"JPN","LIFEEXP","WOMEN","YR","A","1999",84,
"JPN","LIFEEXP","WOMEN","YR","A","2000",84.6,
"JPN","LIFEEXP","WOMEN","YR","A","2001",84.9,
"JPN","LIFEEXP","WOMEN","YR","A","2002",85.2,
"JPN","LIFEEXP","WOMEN","YR","A","2003",85.3,
"JPN","LIFEEXP","WOMEN","YR","A","2004",85.6,
"JPN","LIFEEXP","WOMEN","YR","A","2005",85.5,
"JPN","LIFEEXP","WOMEN","YR","A","2006",85.8,
"JPN","LIFEEXP","WOMEN","YR","A","2007",86,
"JPN","LIFEEXP","WOMEN","YR","A","2008",86.1,
"JPN","LIFEEXP","WOMEN","YR","A","2009",86.4,
"JPN","LIFEEXP","WOMEN","YR","A","2010",86.3,
"JPN","LIFEEXP","WOMEN","YR","A","2011",85.9,
"JPN","LIFEEXP","WOMEN","YR","A","2012",86.4,
"JPN","LIFEEXP","WOMEN","YR","A","2013",86.6,
"JPN","LIFEEXP","WOMEN","YR","A","2014",86.8,
"JPN","LIFEEXP","WOMEN","YR","A","2015",87,
"JPN","LIFEEXP","WOMEN","YR","A","2016",87.1,
"JPN","LIFEEXP","WOMEN","YR","A","2017",87.3,
"KOR","LIFEEXP","MEN","YR","A","1999",71.8,
"KOR","LIFEEXP","MEN","YR","A","2000",72.3,
"KOR","LIFEEXP","MEN","YR","A","2001",72.9,
"KOR","LIFEEXP","MEN","YR","A","2002",73.4,
"KOR","LIFEEXP","MEN","YR","A","2003",73.8,
"KOR","LIFEEXP","MEN","YR","A","2004",74.3,
"KOR","LIFEEXP","MEN","YR","A","2005",74.9,
"KOR","LIFEEXP","MEN","YR","A","2006",75.4,
"KOR","LIFEEXP","MEN","YR","A","2007",75.9,
"KOR","LIFEEXP","MEN","YR","A","2008",76.2,
"KOR","LIFEEXP","MEN","YR","A","2009",76.7,
"KOR","LIFEEXP","MEN","YR","A","2010",76.8,
"KOR","LIFEEXP","MEN","YR","A","2011",77.3,
"KOR","LIFEEXP","MEN","YR","A","2012",77.6,
"KOR","LIFEEXP","MEN","YR","A","2013",78.1,
"KOR","LIFEEXP","MEN","YR","A","2014",78.6,
"KOR","LIFEEXP","MEN","YR","A","2015",79,
"KOR","LIFEEXP","MEN","YR","A","2016",79.3,
"KOR","LIFEEXP","MEN","YR","A","2017",79.7,
"KOR","LIFEEXP","MEN","YR","A","2018",79.7,
"KOR","LIFEEXP","WOMEN","YR","A","1999",79.2,
"KOR","LIFEEXP","WOMEN","YR","A","2000",79.7,
"KOR","LIFEEXP","WOMEN","YR","A","2001",80.1,
"KOR","LIFEEXP","WOMEN","YR","A","2002",80.3,
"KOR","LIFEEXP","WOMEN","YR","A","2003",80.8,
"KOR","LIFEEXP","WOMEN","YR","A","2004",81.2,
"KOR","LIFEEXP","WOMEN","YR","A","2005",81.6,
"KOR","LIFEEXP","WOMEN","YR","A","2006",82.1,
"KOR","LIFEEXP","WOMEN","YR","A","2007",82.5,
"KOR","LIFEEXP","WOMEN","YR","A","2008",83,
"KOR","LIFEEXP","WOMEN","YR","A","2009",83.4,
"KOR","LIFEEXP","WOMEN","YR","A","2010",83.6,
"KOR","LIFEEXP","WOMEN","YR","A","2011",84,
"KOR","LIFEEXP","WOMEN","YR","A","2012",84.2,
"KOR","LIFEEXP","WOMEN","YR","A","2013",84.6,
"KOR","LIFEEXP","WOMEN","YR","A","2014",85,
"KOR","LIFEEXP","WOMEN","YR","A","2015",85.2,
"KOR","LIFEEXP","WOMEN","YR","A","2016",85.4,
"KOR","LIFEEXP","WOMEN","YR","A","2017",85.7,
"KOR","LIFEEXP","WOMEN","YR","A","2018",85.7,
"LUX","LIFEEXP","MEN","YR","A","1999",74.4,
"LUX","LIFEEXP","MEN","YR","A","2000",74.6,
"LUX","LIFEEXP","MEN","YR","A","2001",75.1,
"LUX","LIFEEXP","MEN","YR","A","2002",74.6,
"LUX","LIFEEXP","MEN","YR","A","2003",74.8,
"LUX","LIFEEXP","MEN","YR","A","2004",76,
"LUX","LIFEEXP","MEN","YR","A","2005",76.7,
"LUX","LIFEEXP","MEN","YR","A","2006",76.8,
"LUX","LIFEEXP","MEN","YR","A","2007",76.7,
"LUX","LIFEEXP","MEN","YR","A","2008",78.1,
"LUX","LIFEEXP","MEN","YR","A","2009",78.1,
"LUX","LIFEEXP","MEN","YR","A","2010",77.9,
"LUX","LIFEEXP","MEN","YR","A","2011",78.5,
"LUX","LIFEEXP","MEN","YR","A","2012",79.1,"B"
"LUX","LIFEEXP","MEN","YR","A","2013",79.8,
"LUX","LIFEEXP","MEN","YR","A","2014",79.4,
"LUX","LIFEEXP","MEN","YR","A","2015",80,
"LUX","LIFEEXP","MEN","YR","A","2016",80.1,
"LUX","LIFEEXP","MEN","YR","A","2017",79.9,
"LUX","LIFEEXP","MEN","YR","A","2018",80.1,
"LUX","LIFEEXP","WOMEN","YR","A","1999",81.4,
"LUX","LIFEEXP","WOMEN","YR","A","2000",81.3,
"LUX","LIFEEXP","WOMEN","YR","A","2001",80.7,
"LUX","LIFEEXP","WOMEN","YR","A","2002",81.5,
"LUX","LIFEEXP","WOMEN","YR","A","2003",80.8,
"LUX","LIFEEXP","WOMEN","YR","A","2004",82.4,
"LUX","LIFEEXP","WOMEN","YR","A","2005",82.3,
"LUX","LIFEEXP","WOMEN","YR","A","2006",81.9,
"LUX","LIFEEXP","WOMEN","YR","A","2007",82.2,
"LUX","LIFEEXP","WOMEN","YR","A","2008",83.1,
"LUX","LIFEEXP","WOMEN","YR","A","2009",83.3,
"LUX","LIFEEXP","WOMEN","YR","A","2010",83.5,
"LUX","LIFEEXP","WOMEN","YR","A","2011",83.6,
"LUX","LIFEEXP","WOMEN","YR","A","2012",83.8,"B"
"LUX","LIFEEXP","WOMEN","YR","A","2013",83.9,
"LUX","LIFEEXP","WOMEN","YR","A","2014",85.2,
"LUX","LIFEEXP","WOMEN","YR","A","2015",84.7,
"LUX","LIFEEXP","WOMEN","YR","A","2016",85.4,
"LUX","LIFEEXP","WOMEN","YR","A","2017",84.4,
"LUX","LIFEEXP","WOMEN","YR","A","2018",84.6,
"MEX","LIFEEXP","MEN","YR","A","1999",70.3,
"MEX","LIFEEXP","MEN","YR","A","2000",70.5,
"MEX","LIFEEXP","MEN","YR","A","2001",70.7,
"MEX","LIFEEXP","MEN","YR","A","2002",70.8,
"MEX","LIFEEXP","MEN","YR","A","2003",71,
"MEX","LIFEEXP","MEN","YR","A","2004",71.2,
"MEX","LIFEEXP","MEN","YR","A","2005",71.3,
"MEX","LIFEEXP","MEN","YR","A","2006",71.4,
"MEX","LIFEEXP","MEN","YR","A","2007",71.5,
"MEX","LIFEEXP","MEN","YR","A","2008",71.3,
"MEX","LIFEEXP","MEN","YR","A","2009",71.1,
"MEX","LIFEEXP","MEN","YR","A","2010",71.1,
"MEX","LIFEEXP","MEN","YR","A","2011",71.2,
"MEX","LIFEEXP","MEN","YR","A","2012",71.4,
"MEX","LIFEEXP","MEN","YR","A","2013",71.7,
"MEX","LIFEEXP","MEN","YR","A","2014",72.1,
"MEX","LIFEEXP","MEN","YR","A","2015",72.3,
"MEX","LIFEEXP","MEN","YR","A","2016",72.6,
"MEX","LIFEEXP","MEN","YR","A","2017",72.9,
"MEX","LIFEEXP","MEN","YR","A","2018",72.2,"P"
"MEX","LIFEEXP","WOMEN","YR","A","1999",76,
"MEX","LIFEEXP","WOMEN","YR","A","2000",76.1,
"MEX","LIFEEXP","WOMEN","YR","A","2001",76.3,
"MEX","LIFEEXP","WOMEN","YR","A","2002",76.4,
"MEX","LIFEEXP","WOMEN","YR","A","2003",76.5,
"MEX","LIFEEXP","WOMEN","YR","A","2004",76.6,
"MEX","LIFEEXP","WOMEN","YR","A","2005",76.7,
"MEX","LIFEEXP","WOMEN","YR","A","2006",76.8,
"MEX","LIFEEXP","WOMEN","YR","A","2007",76.9,
"MEX","LIFEEXP","WOMEN","YR","A","2008",76.9,
"MEX","LIFEEXP","WOMEN","YR","A","2009",76.9,
"MEX","LIFEEXP","WOMEN","YR","A","2010",77,
"MEX","LIFEEXP","WOMEN","YR","A","2011",77.2,
"MEX","LIFEEXP","WOMEN","YR","A","2012",77.3,
"MEX","LIFEEXP","WOMEN","YR","A","2013",77.4,
"MEX","LIFEEXP","WOMEN","YR","A","2014",77.5,
"MEX","LIFEEXP","WOMEN","YR","A","2015",77.7,
"MEX","LIFEEXP","WOMEN","YR","A","2016",77.8,
"MEX","LIFEEXP","WOMEN","YR","A","2017",77.9,
"MEX","LIFEEXP","WOMEN","YR","A","2018",77.9,"P"
"NLD","LIFEEXP","MEN","YR","A","1999",75.3,
"NLD","LIFEEXP","MEN","YR","A","2000",75.6,
"NLD","LIFEEXP","MEN","YR","A","2001",75.8,
"NLD","LIFEEXP","MEN","YR","A","2002",76,
"NLD","LIFEEXP","MEN","YR","A","2003",76.3,
"NLD","LIFEEXP","MEN","YR","A","2004",76.9,
"NLD","LIFEEXP","MEN","YR","A","2005",77.2,
"NLD","LIFEEXP","MEN","YR","A","2006",77.7,
"NLD","LIFEEXP","MEN","YR","A","2007",78.1,
"NLD","LIFEEXP","MEN","YR","A","2008",78.4,
"NLD","LIFEEXP","MEN","YR","A","2009",78.7,
"NLD","LIFEEXP","MEN","YR","A","2010",78.9,
"NLD","LIFEEXP","MEN","YR","A","2011",79.4,
"NLD","LIFEEXP","MEN","YR","A","2012",79.3,
"NLD","LIFEEXP","MEN","YR","A","2013",79.5,
"NLD","LIFEEXP","MEN","YR","A","2014",80,
"NLD","LIFEEXP","MEN","YR","A","2015",79.9,
"NLD","LIFEEXP","MEN","YR","A","2016",80,
"NLD","LIFEEXP","MEN","YR","A","2017",80.2,
"NLD","LIFEEXP","MEN","YR","A","2018",80.3,
"NLD","LIFEEXP","WOMEN","YR","A","1999",80.5,
"NLD","LIFEEXP","WOMEN","YR","A","2000",80.7,
"NLD","LIFEEXP","WOMEN","YR","A","2001",80.8,
"NLD","LIFEEXP","WOMEN","YR","A","2002",80.7,
"NLD","LIFEEXP","WOMEN","YR","A","2003",81,
"NLD","LIFEEXP","WOMEN","YR","A","2004",81.5,
"NLD","LIFEEXP","WOMEN","YR","A","2005",81.7,
"NLD","LIFEEXP","WOMEN","YR","A","2006",82,
"NLD","LIFEEXP","WOMEN","YR","A","2007",82.5,
"NLD","LIFEEXP","WOMEN","YR","A","2008",82.5,
"NLD","LIFEEXP","WOMEN","YR","A","2009",82.9,
"NLD","LIFEEXP","WOMEN","YR","A","2010",83,
"NLD","LIFEEXP","WOMEN","YR","A","2011",83.1,
"NLD","LIFEEXP","WOMEN","YR","A","2012",83,
"NLD","LIFEEXP","WOMEN","YR","A","2013",83.2,
"NLD","LIFEEXP","WOMEN","YR","A","2014",83.5,
"NLD","LIFEEXP","WOMEN","YR","A","2015",83.2,
"NLD","LIFEEXP","WOMEN","YR","A","2016",83.2,
"NLD","LIFEEXP","WOMEN","YR","A","2017",83.4,
"NLD","LIFEEXP","WOMEN","YR","A","2018",83.4,
"NZL","LIFEEXP","MEN","YR","A","1999",75.6,
"NZL","LIFEEXP","MEN","YR","A","2000",75.9,
"NZL","LIFEEXP","MEN","YR","A","2001",76.3,
"NZL","LIFEEXP","MEN","YR","A","2002",76.7,
"NZL","LIFEEXP","MEN","YR","A","2003",77,
"NZL","LIFEEXP","MEN","YR","A","2004",77.4,
"NZL","LIFEEXP","MEN","YR","A","2005",77.7,
"NZL","LIFEEXP","MEN","YR","A","2006",78,
"NZL","LIFEEXP","MEN","YR","A","2007",78.2,
"NZL","LIFEEXP","MEN","YR","A","2008",78.4,
"NZL","LIFEEXP","MEN","YR","A","2009",78.7,
"NZL","LIFEEXP","MEN","YR","A","2010",78.9,
"NZL","LIFEEXP","MEN","YR","A","2011",79.1,
"NZL","LIFEEXP","MEN","YR","A","2012",79.3,
"NZL","LIFEEXP","MEN","YR","A","2013",79.5,
"NZL","LIFEEXP","MEN","YR","A","2014",79.7,
"NZL","LIFEEXP","MEN","YR","A","2015",79.9,
"NZL","LIFEEXP","MEN","YR","A","2016",80,
"NZL","LIFEEXP","MEN","YR","A","2017",80.2,
"NZL","LIFEEXP","MEN","YR","A","2018",80,
"NZL","LIFEEXP","WOMEN","YR","A","1999",80.5,
"NZL","LIFEEXP","WOMEN","YR","A","2000",80.8,
"NZL","LIFEEXP","WOMEN","YR","A","2001",81.1,
"NZL","LIFEEXP","WOMEN","YR","A","2002",81.3,
"NZL","LIFEEXP","WOMEN","YR","A","2003",81.5,
"NZL","LIFEEXP","WOMEN","YR","A","2004",81.7,
"NZL","LIFEEXP","WOMEN","YR","A","2005",81.9,
"NZL","LIFEEXP","WOMEN","YR","A","2006",82.2,
"NZL","LIFEEXP","WOMEN","YR","A","2007",82.3,
"NZL","LIFEEXP","WOMEN","YR","A","2008",82.5,
"NZL","LIFEEXP","WOMEN","YR","A","2009",82.6,
"NZL","LIFEEXP","WOMEN","YR","A","2010",82.7,
"NZL","LIFEEXP","WOMEN","YR","A","2011",82.9,
"NZL","LIFEEXP","WOMEN","YR","A","2012",83,
"NZL","LIFEEXP","WOMEN","YR","A","2013",83.2,
"NZL","LIFEEXP","WOMEN","YR","A","2014",83.3,
"NZL","LIFEEXP","WOMEN","YR","A","2015",83.4,
"NZL","LIFEEXP","WOMEN","YR","A","2016",83.4,
"NZL","LIFEEXP","WOMEN","YR","A","2017",83.6,
"NZL","LIFEEXP","WOMEN","YR","A","2018",83.5,
"NOR","LIFEEXP","MEN","YR","A","1999",75.6,
"NOR","LIFEEXP","MEN","YR","A","2000",76,
"NOR","LIFEEXP","MEN","YR","A","2001",76.2,
"NOR","LIFEEXP","MEN","YR","A","2002",76.4,
"NOR","LIFEEXP","MEN","YR","A","2003",77.1,
"NOR","LIFEEXP","MEN","YR","A","2004",77.6,
"NOR","LIFEEXP","MEN","YR","A","2005",77.8,
"NOR","LIFEEXP","MEN","YR","A","2006",78.2,
"NOR","LIFEEXP","MEN","YR","A","2007",78.3,
"NOR","LIFEEXP","MEN","YR","A","2008",78.4,
"NOR","LIFEEXP","MEN","YR","A","2009",78.7,
"NOR","LIFEEXP","MEN","YR","A","2010",79,
"NOR","LIFEEXP","MEN","YR","A","2011",79.1,
"NOR","LIFEEXP","MEN","YR","A","2012",79.5,
"NOR","LIFEEXP","MEN","YR","A","2013",79.8,
"NOR","LIFEEXP","MEN","YR","A","2014",80.1,
"NOR","LIFEEXP","MEN","YR","A","2015",80.5,
"NOR","LIFEEXP","MEN","YR","A","2016",80.7,
"NOR","LIFEEXP","MEN","YR","A","2017",81,
"NOR","LIFEEXP","MEN","YR","A","2018",81.1,
"NOR","LIFEEXP","WOMEN","YR","A","1999",81.2,
"NOR","LIFEEXP","WOMEN","YR","A","2000",81.5,
"NOR","LIFEEXP","WOMEN","YR","A","2001",81.6,
"NOR","LIFEEXP","WOMEN","YR","A","2002",81.6,
"NOR","LIFEEXP","WOMEN","YR","A","2003",82.1,
"NOR","LIFEEXP","WOMEN","YR","A","2004",82.5,
"NOR","LIFEEXP","WOMEN","YR","A","2005",82.7,
"NOR","LIFEEXP","WOMEN","YR","A","2006",82.9,
"NOR","LIFEEXP","WOMEN","YR","A","2007",82.9,
"NOR","LIFEEXP","WOMEN","YR","A","2008",83.2,
"NOR","LIFEEXP","WOMEN","YR","A","2009",83.2,
"NOR","LIFEEXP","WOMEN","YR","A","2010",83.3,
"NOR","LIFEEXP","WOMEN","YR","A","2011",83.6,
"NOR","LIFEEXP","WOMEN","YR","A","2012",83.5,
"NOR","LIFEEXP","WOMEN","YR","A","2013",83.8,
"NOR","LIFEEXP","WOMEN","YR","A","2014",84.2,
"NOR","LIFEEXP","WOMEN","YR","A","2015",84.2,
"NOR","LIFEEXP","WOMEN","YR","A","2016",84.2,
"NOR","LIFEEXP","WOMEN","YR","A","2017",84.3,
"NOR","LIFEEXP","WOMEN","YR","A","2018",84.5,
"POL","LIFEEXP","MEN","YR","A","1999",68.8,
"POL","LIFEEXP","MEN","YR","A","2000",69.6,"B"
"POL","LIFEEXP","MEN","YR","A","2001",70,
"POL","LIFEEXP","MEN","YR","A","2002",70.3,
"POL","LIFEEXP","MEN","YR","A","2003",70.5,
"POL","LIFEEXP","MEN","YR","A","2004",70.6,
"POL","LIFEEXP","MEN","YR","A","2005",70.8,
"POL","LIFEEXP","MEN","YR","A","2006",70.9,
"POL","LIFEEXP","MEN","YR","A","2007",71,
"POL","LIFEEXP","MEN","YR","A","2008",71.3,
"POL","LIFEEXP","MEN","YR","A","2009",71.5,"B"
"POL","LIFEEXP","MEN","YR","A","2010",72.2,
"POL","LIFEEXP","MEN","YR","A","2011",72.5,
"POL","LIFEEXP","MEN","YR","A","2012",72.6,
"POL","LIFEEXP","MEN","YR","A","2013",73,
"POL","LIFEEXP","MEN","YR","A","2014",73.7,
"POL","LIFEEXP","MEN","YR","A","2015",73.5,
"POL","LIFEEXP","MEN","YR","A","2016",73.9,
"POL","LIFEEXP","MEN","YR","A","2017",73.9,
"POL","LIFEEXP","MEN","YR","A","2018",73.7,
"POL","LIFEEXP","WOMEN","YR","A","1999",77.5,
"POL","LIFEEXP","WOMEN","YR","A","2000",78,"B"
"POL","LIFEEXP","WOMEN","YR","A","2001",78.4,
"POL","LIFEEXP","WOMEN","YR","A","2002",78.8,
"POL","LIFEEXP","WOMEN","YR","A","2003",78.8,
"POL","LIFEEXP","WOMEN","YR","A","2004",79.2,
"POL","LIFEEXP","WOMEN","YR","A","2005",79.3,
"POL","LIFEEXP","WOMEN","YR","A","2006",79.7,
"POL","LIFEEXP","WOMEN","YR","A","2007",79.8,
"POL","LIFEEXP","WOMEN","YR","A","2008",80,
"POL","LIFEEXP","WOMEN","YR","A","2009",80.1,"B"
"POL","LIFEEXP","WOMEN","YR","A","2010",80.7,
"POL","LIFEEXP","WOMEN","YR","A","2011",81.1,
"POL","LIFEEXP","WOMEN","YR","A","2012",81.1,
"POL","LIFEEXP","WOMEN","YR","A","2013",81.2,
"POL","LIFEEXP","WOMEN","YR","A","2014",81.7,
